ModelID,BRCA1 (672),NOTCH3 (4854),CTCF (10664),CDK6 (1021),MET (4233),ARID1A (8289),PIK3CA (5290),KRAS (3845),NOTCH2 (4853),APC (324),CDK4 (1019),MYC (4609),IDH1 (3417),BRCA2 (675),RB1 (5925),TP53 (7157),SMAD4 (4089),ERBB2 (2064),EGFR (1956),CDKN2A (1029),NOTCH1 (4851),BRAF (673),CTNNB1 (1499),ALK (238),PTEN (5728),IDH2 (3418),NF2 (4771),NF1 (4763),NOTCH4 (4855)
ACH-000236,4.525442506018121,0.4222330006830478,5.331275267146615,2.6915341649192004,7.31949149054224,4.826802684285827,3.089159131911238,2.9763636357327616,3.547203024756932,2.704871964456353,7.640317249950884,7.025139562278508,5.451211111832329,2.364572432295856,3.925049964727359,2.933572638261024,4.526068811667588,5.809157164691589,4.676944359106912,3.264536430999025,4.376429311069923,3.2479275134435857,9.524894265448768,0.0,4.527320607877047,5.364572432295856,4.614120868789254,4.06522762277562,0.8953026213333066
ACH-000401,4.369466483650723,0.722466024471091,4.826802684285827,3.8186460828225393,3.4342946179599254,4.768184324776926,3.168321115739723,2.992768430768924,4.783980413683795,2.563158130402808,7.719867928344366,5.153400027735061,6.632122775200898,3.4672794804599825,5.678635347822744,6.023920648618705,5.218006150284427,5.002702520379824,0.632268215499513,1.5210507369009632,3.853995647176393,2.7092906357233577,7.883376436672842,0.2265085298086797,2.9818526532897405,6.535741941075111,4.512858954449976,3.989139007368233,1.38404980679516
ACH-000731,3.229587922740652,1.1309308698264486,3.951401291674311,2.6644828403646823,6.263410058756341,4.195347598322219,3.503348735167504,3.6380738371807184,6.345183447187665,4.157852169141737,6.892148127513825,7.0641499391213465,6.791032616755671,1.6415460290875237,4.089159131911238,6.161484638641659,3.396433531250992,4.631104282365877,6.908332569782425,0.7824085649273732,1.9745293124838816,2.974529312483882,7.2463130699551535,0.0285691521967709,4.412781525338476,4.4329594072761065,6.246788093844365,4.017921907997263,0.3103401206121505
ACH-000875,4.462706750670158,4.475733430966398,4.493775408460703,2.493134922305505,7.142004915984876,4.880685525261125,3.93451650158608,3.84799690655495,4.775050541483175,3.713695814843359,7.744699314207836,6.389050487853527,5.971313624068879,2.912649864897204,3.304511041809953,2.9467308601403097,4.947198584262056,5.773468927905194,4.767125077269071,6.731319031025064,2.7506065048355923,3.5777309314900805,8.842098871382339,0.3448284969974411,5.392317422778761,5.036503333738988,4.949534933017012,4.113533819591914,0.1243281350022017
ACH-000626,5.464994927265429,1.4168397419128291,5.403608583543695,2.513490745588118,3.007195501404204,5.440620047679168,3.33199177823206,4.416839741912829,5.654206377944292,3.538538163629804,7.438625538088378,2.526068811667588,4.618238655595454,3.10936055940423,1.859969548221026,4.163498732282879,4.899659026377443,2.523561956057013,0.933572638261024,5.71918344048179,1.5897634869849773,3.942045259916047,5.0522419811811385,0.070389327891398,5.993900755637419,4.798050514767515,4.607626220845488,2.881664619320345,0.1890338243900171
ACH-000593,5.043081981895663,6.560867774244855,5.005849075696688,4.368069876532083,5.427941332509482,4.161081482277184,3.2764966656403565,3.4828482830684653,3.904002316283692,2.9011082430145123,7.943745548905886,6.906289347406072,7.015582311680932,2.3476656563009706,4.175524601089875,6.268284666520996,4.33199177823206,4.699884728697476,3.604071323668861,0.84799690655495,4.289834465177509,2.521050736900963,7.878725341480106,0.0565835283663675,4.2433644256936605,4.189033824390017,4.722466024471091,3.942983598187102,0.5260688116675876
ACH-000182,4.715344295358907,3.899175630480513,4.515384460636948,4.096767854714688,7.642773762533085,4.926473911256073,4.015247773698937,4.706530552538117,4.952799477899938,1.9818526532897407,7.098453246309274,6.340740280630179,8.074890720126339,2.2600256559614555,3.7311832415722,4.314696525656286,4.527320607877047,5.937579799679659,3.643856189774725,5.947432389471365,3.258518924711301,3.4369613378336026,7.253327501186175,0.3219280948873623,5.148934104526339,5.904965718684027,4.919340082442012,5.7938958825488776,0.3895668117627256
ACH-000442,4.638653116466112,2.4356285940520905,4.725195817226664,4.6604951318885135,5.712870867689905,3.833902076669163,5.788424707439437,3.5496691707264905,6.622637566537459,3.2203299548795554,7.546122758857796,5.381975478557301,6.631686366311998,2.6758159311722696,5.080231272019264,3.9467308601403097,5.135452784185173,5.042644337408494,5.6904170955324656,0.3895668117627256,1.6915341649192002,2.853995647176393,7.210232990095849,0.1763227726404628,5.257010618206024,6.950701690089008,5.716442236843321,4.678071905112637,1.063502942306158
ACH-000159,4.3743439890385005,0.0976107966264223,4.521678951603199,5.131342539123261,6.619853147391168,4.519164449806069,3.23112515787905,4.019701914442548,6.187846909439575,3.400537929583729,7.561326136453918,5.195347598322219,5.464668267003445,3.099295204337776,5.236492618381302,4.989139007368233,4.806324057390029,4.929790997718597,6.979110755015785,0.2387868595871165,3.102658131363739,3.1243281350022016,7.0326518897498245,0.0426443374084937,3.78345665436024,6.857980995127572,5.817623257511431,4.256255873202732,0.3785116232537298
ACH-000907,2.8298495598446904,0.2986583155645151,3.9873208659292536,4.918863237274595,7.034523875334392,4.105175192265479,3.3015876466031866,2.8659188145522125,5.613531652917927,4.28021399581062,7.055607818739246,5.04176864995163,6.287804709077553,1.070389327891398,2.9597701552114675,5.20006486151431,4.889960199658641,4.668459556915382,6.744295669055036,5.9701634246609965,2.1210154009613658,2.438292851579147,6.286326727090547,0.1110313123887439,4.784503982929566,5.92362461136832,5.91169158187234,3.521050736900963,0.5849625007211562
