ModelID,ALK (238),APC (324),ARID1A (8289),BRAF (673),BRCA1 (672),BRCA2 (675),CDK4 (1019),CDK6 (1021),CDKN2A (1029),CTCF (10664),CTNNB1 (1499),EGFR (1956),ERBB2 (2064),IDH1 (3417),IDH2 (3418),KRAS (3845),MET (4233),MYC (4609),NF1 (4763),NF2 (4771),NOTCH1 (4851),NOTCH2 (4853),NOTCH3 (4854),NOTCH4 (4855),PIK3CA (5290),PTEN (5728),RB1 (5925),SMAD4 (4089),TP53 (7157)
ACH-000052,0.0123977219891413,0.0157178545428732,0.0051220191831611,0.7679810029003024,0.7684236654071938,0.0447234263207269,0.9999248628544484,0.0256736471564151,0.0070746782582809,1.0,0.0880224805071727,0.2309625813425092,0.0483794066704875,0.0189509167747015,0.0126012315875431,0.6586490841094976,0.1863357806691983,1.0,0.0018729809313748,0.000788006517624,0.0082186542478752,0.194671554252736,0.0427736762489582,0.0091568071296927,0.8425954697090573,0.0,0.0165843145222126,0.1268781184214321,0.0196086555937632
ACH-000053,0.0446279008260115,0.0131251994329389,0.4975905678010832,0.0025991068171414,0.5821839127152166,0.5464192654403381,0.9998331623070722,0.1537761799965792,0.0570653195170471,0.9999646132025044,0.0577027649784718,0.0714777741378642,0.306286077816363,0.0195473500464487,0.087017520528238,0.3592608488033769,0.0492383528798916,1.0,0.3034945775710806,0.0056846429200765,0.0755835355159317,0.0501230134983393,0.0264062217146421,0.0300697148405456,0.7890619483112156,2.464460287522581e-05,0.0035267564376719,0.040778087293312,0.0005281310706502
ACH-000054,0.0940666131589007,0.1626290906732773,0.2211702666475935,0.3565012318718161,0.8283349893529514,0.5018964793503967,0.8481071638523662,0.686401869941119,0.0015245685163436,0.9823269595769426,0.1291703839936503,0.0651737272410459,0.0458243476082758,0.5320480928916149,0.0188200666111662,0.259234211610846,0.0467074422112209,0.9386871688306708,0.0150024613499479,0.0014067790505847,0.0696440576830113,0.0155054592475387,0.0145274209527792,0.052362193671315,0.1088621962091109,0.0026043219462745,0.0033579426365707,0.1207558494708066,0.0
ACH-000055,0.007236860984321,0.3791463602250629,0.0831562891663097,0.0143769216519112,0.1111136327493426,0.3890269153330596,0.2929912729966277,0.975152523571677,0.0477312726811053,0.9981774589802498,0.0063786924336576,0.0192900559530646,0.0344587730247644,0.0296268764585097,0.0189215425556715,0.0862020836450627,0.0873895671898539,1.0,0.0040759905101224,0.9716534705329268,0.0341402693731368,0.0046087809884012,0.0306846021454845,0.0061922463455409,0.0512582507532156,0.0611843405266474,0.0001431549493784,0.8317975884166281,0.0005699580404204
ACH-000060,0.0454352406852185,0.0043881371538603,0.3554109443301473,0.1039719081329688,0.4109719082240196,0.6033535495494989,0.9739617740774216,0.7699732409600798,0.0362980730437719,1.0,0.0834858440919731,0.5285374271680355,0.5427084878147571,0.0308419397894055,0.0281218720980909,1.0,0.0400957449212894,1.0,0.0002399871496106,3.135465242966794e-05,0.0250707517863954,0.0581581600363794,0.021746440477705,0.0579271216175393,0.5490730195118033,0.0,0.0020532155016387,0.06511601868199,0.0012812404478464
ACH-000067,0.1133225751729029,0.3438487394414525,0.1029392677739337,0.0228569256551508,0.4564154964516708,0.7111287096676271,0.990961903592816,0.9438886647637628,0.0185708511352176,0.9999946325161782,0.0189932926492672,0.0682952083007905,0.230605534971904,0.0930943430498657,0.0150531573169169,0.0718761025645114,0.9084637621363516,0.9908878456308656,0.0043569577772384,0.0004091397157873,0.0496678396877427,0.0983199569686354,0.0215659912716609,0.0257116494530996,0.2474214553655646,1.322457146753018e-05,0.0080676113229767,0.0247497625009009,0.0020712737247115
ACH-000070,0.0225432750098004,0.4441840188606684,0.9324120479547344,0.0804815328559122,0.1287154410030751,0.2118870336507564,0.9944353711109822,0.9137520344428072,0.0014645330037869,1.0,0.0707456715832888,0.060868019553606,0.1257895305422922,0.0092193744008866,0.0060171321112337,0.3618836864657079,0.0310503111114647,1.0,0.2251646647034431,0.0005260824062864,0.0601962937788355,0.0142715575818192,0.0032893099551749,0.0050138807530472,0.7589498914311612,0.959511372235079,0.0003798238310939,0.0250186886445199,7.719964089891073e-08
ACH-000074,0.0203073167886061,0.5471628259150855,0.3824928357369752,0.0176423026521527,0.1419254667935551,0.2527730719553512,0.3181526880474997,0.8740617400358878,0.3576802276683468,0.9941290465907288,0.0444471380122713,0.0467087129005478,0.0106339991777038,0.0032597859631172,0.0048746679808263,0.4262082672079602,0.1682603984685569,1.0,3.518995284005355e-06,0.0020390457249435,0.0638652351855412,0.1842194517416348,0.0034785699829513,0.0547773463684251,0.3762223433248796,0.0048580968391708,0.0005592355193539,0.0968417527976299,0.0003751621812491
ACH-000075,0.1430843997019172,0.0365525983581418,0.4798485432552448,0.0513084291070616,0.4739034636910174,0.6743848057320018,0.999193802593448,0.1991073396055284,0.0084612934015194,0.9957154340385068,0.1091350613968525,0.0596271221040896,0.0829848428410826,0.0150582399988608,0.0548042345916696,0.4259817370180897,0.866636924786103,0.9885939316823288,0.0060716604345452,2.7260211052169133e-06,0.0641562817853231,0.0768911973729893,0.0116892730093924,0.0142649464250663,0.0467043002568183,0.0181787389882933,0.0043424399952619,0.0795374184295011,2.19757062135612e-05
ACH-000076,0.0458628843723436,0.2344881329502866,0.1949288745649697,0.018468638325126,0.7318131989500176,0.8571501085764304,0.0573135053750618,0.0026856175440266,3.676830553964149e-05,0.998356720179818,0.0260552251505886,0.2062148172333713,0.0092680381688926,0.0165642755489228,0.0030432685130603,0.7131825247987555,0.335552972088443,1.0,0.0167571982859838,0.0024631208595146,0.0186987674792729,0.0963894423473432,0.020457062737324,0.0418427753957009,0.4373377516999991,0.398774473055638,0.0093311246488926,0.0644772406217324,0.0106583891590266
ACH-000077,0.0098035562075905,0.0866477358077289,0.4210471131135705,0.0449700256529509,0.0222157620412345,0.8070553184865105,0.9932930337254494,0.9792674627367346,0.0003860381651351,0.9999999999999988,0.0220558920454168,0.3145522258485212,0.2672116367171064,0.0192249302354234,0.1414416564977142,0.3479501797258086,0.2286911415324724,1.0,0.004654424678946,0.0045792709121452,0.0020811795772766,0.1141657149526011,0.0028854986167476,0.0751234985487063,0.0054862145558778,0.0041803070984016,0.0108022595379079,0.0109029207633233,0.000317456039322
ACH-000078,0.1318170317982242,0.2792029140802469,0.0627001752296936,0.0233202099981362,0.4889783237998789,0.4274642328075794,0.3140642682627343,0.7598408933347844,0.0203993362208796,0.9999410120156186,0.0374236725446852,0.0397318674987589,0.0278712359333994,0.0503640564516076,0.010244193843462,0.4212990868360334,0.0268024323147361,0.0492912956518645,0.0002822548843713,0.0014509504738386,0.0427172857439843,0.0419573459483055,0.0422917026723235,0.0467752561916245,0.3997368323847117,0.00013558863905,0.0019232196924027,0.1718261217392466,9.93699487709234e-07
ACH-000082,0.0210692110645977,0.8980464262310259,0.0490973247369545,0.0130230032554863,0.4587704118687152,0.1803968499873419,1.0,0.0968906219367339,0.0612117354863251,0.9978605859496208,0.1075737119151277,0.0238598163283203,0.1287451542132445,0.1376636460353651,0.02479327291247,0.2929635302919722,0.1680765778152148,0.9994420151541646,0.0130774653324401,6.097645592675968e-05,0.0256059634576246,0.0597645470624751,0.0220144003343127,0.04306517854234,0.8020745201213496,0.0,0.0055148639733134,0.4069385678394966,0.0100375838204625
ACH-000085,0.0368719961092972,0.9490153363422278,0.8462683343837198,0.0082513191505015,0.1655314829474013,0.4339513079867466,0.7940731384130213,0.0955017722432201,0.018642008867779,1.0,0.0614620709075664,0.0594528968496553,0.744874853987545,0.048394558057612,0.0346619277368207,0.8957773305786763,0.0377614713901258,1.0,0.0450111147459767,0.0231640684722885,0.0285598434624696,0.1162450918537929,0.1318815033168402,0.0165111499928519,0.9804735309049332,0.0028624998886631,0.0814453431007052,0.0445858479432581,0.0036405656042277
ACH-000086,0.0555328647462223,0.3661858778760288,0.168202550710843,0.0212204442583712,0.8122070440712429,0.2757791722541025,0.7029109906652282,0.8024705899913028,0.0038023859590278,0.9999628267936244,0.0164536395079446,0.0548191845998794,0.0574804172280598,0.1416632254664054,0.0417934867126354,0.1744071123469576,0.0594673939908691,1.0,0.0043477607904852,0.0050003314897139,0.0400154629902001,0.1229172904036712,0.0306274439382594,0.0219363705850085,0.2035844931191124,0.005383736576332,0.0019615253069176,0.1247549790975998,0.0006345941442136
ACH-000087,0.0106957402386064,0.0187820957497711,0.0581373499197888,0.0165863804931904,0.7705380356240756,0.2938405631172164,1.0,0.0024712588928036,0.0155838898535276,1.0,0.0107463649635974,0.1819338819015988,0.116497385166044,0.043206100286252,0.0114661968374253,0.501359101367747,0.1225395141026031,1.0,0.0003277261308957,0.0001155635666429,0.0037328485391925,0.0057132177449961,0.018445777335202,0.012337148597185,0.9077122193749112,1.7500750110948146e-10,0.00065913849735,0.2272839282872709,0.0012937627106356
ACH-000090,0.0338304808338825,0.5897584674794744,0.5220091504440847,0.022852336243889,0.5717367485847435,0.5330074512130457,0.9854798774970036,0.1490344947032705,0.0388491047544449,0.99998597501667,0.0101897963168224,0.2163190132689321,0.0392045859348814,0.0308035462882129,0.0127563163408562,0.4587634727536862,0.0290483687256353,1.0,0.0188783224399564,6.035799708626137e-05,0.0119380719181761,0.0328823400727943,0.0445179407809617,0.039698226903133,0.5608017954757706,0.0107205828172092,9.149131312157776e-05,0.0297714575499866,0.014578586939657
ACH-000092,0.0354273496306066,0.6291991178825235,0.0390697849765498,0.0325015354398368,0.4882645214290337,0.0485840060784654,0.981787247155167,0.3447880951439291,0.0086139035927219,0.994443819817026,0.1424335896775814,0.0211017814610915,0.0635262812424227,0.1101730957998517,0.0707710460128743,0.2504592286573613,0.100754288394075,0.996798156294774,0.0158867707082102,0.0,0.0561947887884507,0.02127410227582,0.0678709630100248,0.1019119404647035,0.2089611181304966,0.0023427773722138,0.0082409333151932,0.0757096074836665,0.0125341439808353
ACH-000093,0.0676626203787241,0.7876269938853406,0.0484346892254784,0.0328133848884846,0.2216163036797278,0.4450102170809214,0.892951572791922,0.9008344719443632,0.0007710942267555,0.9972403492638822,0.0616929688465997,0.8597667574414278,0.1990178995153446,0.0999003306730531,0.1161526187827816,0.9585162683500424,0.0412386560161131,0.9995698746396432,0.0025128572595926,0.000461372894946,0.0126884377383283,0.004040984982432,0.0164025377234938,0.013467182399227,0.1864932461471025,5.649399068015062e-05,0.001890075741796,0.0009104433158344,0.0
